ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9589308,HX239695,04/24/2014 12:01:00 AM,080XX S TROY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0835,008,18,70,26,1156737,1851126,2014,05/07/2014,41.7472597,-87.70124959,"(41.74725969534283, -87.7012495886947)"
9586085,HX236270,04/24/2014 12:01:00 AM,011XX W DIVERSEY PKWY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1933,019,44,6,11,1168249,1918789,2014,04/27/2014,41.93269353,-87.65711424,"(41.932693533754836, -87.6571142370618)"
9584840,HX235056,04/24/2014 12:01:00 AM,029XX S PARNELL AVE,0810,THEFT,OVER $500,STREET,false,false,0914,009,11,60,06,1173059,1885625,2014,04/26/2014,41.84158403,-87.64042223,"(41.841584027176836, -87.64042223418645)"
9598034,HX244056,04/24/2014 12:01:00 AM,106XX S WABASH AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0512,005,9,49,02,1178498,1834482,2014,05/07/2014,41.70112009,-87.6220153,"(41.70112008882568, -87.62201529568458)"
9585889,HX235929,04/24/2014 12:00:00 AM,086XX S KINGSTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0423,004,7,46,05,1194623,1848106,2014,04/29/2014,41.73812499,-87.56252535,"(41.73812499210954, -87.5625253537855)"
9585712,HX235879,04/24/2014 12:00:00 AM,009XX N RICHMOND ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1211,012,26,24,05,1156591,1906194,2014,04/27/2014,41.89837616,-87.70029786,"(41.89837615948801, -87.70029785661771)"
9585705,HX235902,04/24/2014 12:00:00 AM,030XX W ARMITAGE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,1421,014,35,22,14,1155724,1913092,2014,04/27/2014,41.91732238,-87.7032962,"(41.91732237751218, -87.70329620308421)"
9585210,HX235369,04/24/2014 12:00:00 AM,041XX W FERDINAND ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1111,011,28,23,06,1148746,1903190,2014,04/27/2014,41.89028809,-87.72918988,"(41.890288093159604, -87.729189877313)"
9585116,HX235277,04/24/2014 12:00:00 AM,018XX S HALSTED ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,false,false,1235,012,25,31,14,1171287,1891159,2014,04/26/2014,41.85680883,-87.64676249,"(41.85680882920786, -87.64676249096776)"
9584848,HX235097,04/24/2014 12:00:00 AM,073XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0735,007,17,67,14,1164251,1856126,2014,04/27/2014,41.76082565,-87.67357554,"(41.76082564760921, -87.67357553535119)"
9584853,HX235103,04/24/2014 12:00:00 AM,111XX S NORMAL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2233,022,34,49,06,1174994,1830861,2014,04/27/2014,41.69126222,-87.6349532,"(41.69126222415666, -87.63495319661978)"
9586455,HX236566,04/24/2014 12:00:00 AM,041XX N LARAMIE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,false,false,1624,,45,15,02,,,2014,04/27/2014,,,
9586994,HX236971,04/24/2014 12:00:00 AM,051XX S MARSHFIELD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,0932,009,16,61,20,1166169,1870734,2014,05/07/2014,41.80087127,-87.66613053,"(41.800871274291204, -87.6661305268478)"
9584946,HX235141,04/24/2014 12:00:00 AM,0000X E 120TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0532,005,9,53,14,1178716,1825369,2014,04/27/2014,41.67610775,-87.6214928,"(41.676107748983675, -87.62149279574957)"
9584737,HX234958,04/23/2014 11:50:00 PM,037XX W 86TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0834,008,18,70,08B,1152982,1847246,2014,04/29/2014,41.73668718,-87.71511126,"(41.73668717878695, -87.71511125682743)"
9584729,HX234949,04/23/2014 11:45:00 PM,090XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,true,false,2221,022,21,73,14,1167223,1844574,2014,04/26/2014,41.72906225,-87.66301279,"(41.72906224915736, -87.66301279065567)"
9585985,HX234959,04/23/2014 11:45:00 PM,021XX W OGDEN AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1225,012,2,28,07,1162304,1895871,2014,04/27/2014,41.86993138,-87.67960324,"(41.86993137966127, -87.67960324364957)"
9584712,HX234952,04/23/2014 11:42:00 PM,037XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2525,025,35,22,08B,1151051,1915656,2014,04/26/2014,41.92445114,-87.72039765,"(41.92445114176562, -87.72039764739345)"
9584720,HX234953,04/23/2014 11:40:00 PM,038XX W 80TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0834,008,18,70,08B,1152344,1851230,2014,04/29/2014,41.74763252,-87.71734423,"(41.74763251685095, -87.71734423153897)"
9586976,HX234954,04/23/2014 11:40:00 PM,013XX N CLYBOURN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1821,018,43,8,06,1172222,1909181,2014,04/28/2014,41.90624181,-87.64279829,"(41.906241812010805, -87.64279829293464)"
9584745,HX235004,04/23/2014 11:30:00 PM,040XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1624,016,38,15,08B,1139665,1926511,2014,04/26/2014,41.95445407,-87.76196931,"(41.95445406560888, -87.76196931061621)"
9585234,HX235129,04/23/2014 11:30:00 PM,049XX N MAGNOLIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2033,020,46,3,08B,1167008,1933042,2014,04/30/2014,41.97183114,-87.66126402,"(41.97183113528884, -87.66126401926525)"
9584771,HX235040,04/23/2014 11:30:00 PM,040XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1624,016,38,15,08B,1139665,1926511,2014,04/26/2014,41.95445407,-87.76196931,"(41.95445406560888, -87.76196931061621)"
9585857,HX236059,04/23/2014 11:30:00 PM,117XX S WALLACE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0524,005,34,53,07,1174383,1826845,2014,04/29/2014,41.68025527,-87.63730891,"(41.68025526543776, -87.63730891044197)"
9584766,HX234984,04/23/2014 11:30:00 PM,071XX S SEELEY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0735,007,17,67,15,1163974,1857085,2014,04/26/2014,41.7634631,-87.67456384,"(41.76346310381711, -87.67456384166957)"
9584761,HX234976,04/23/2014 11:30:00 PM,008XX W CORNELIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1924,019,44,6,05,1169736,1923407,2014,04/26/2014,41.94533321,-87.65151472,"(41.94533321059006, -87.65151472312789)"
9587275,HX234945,04/23/2014 11:30:00 PM,027XX W ARTHUR AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2412,024,50,2,08B,1157112,1943063,2014,05/03/2014,41.99953648,-87.69737946,"(41.99953647881019, -87.69737946247604)"
9584750,HX234995,04/23/2014 11:30:00 PM,039XX W LAWRENCE AVE,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,1149064,1931643,2014,04/26/2014,41.9683595,-87.72728343,"(41.96835949574051, -87.72728342831351)"
9584802,HX234956,04/23/2014 11:30:00 PM,040XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1732,017,39,16,06,1148969,1926241,2014,04/26/2014,41.95353785,-87.72777311,"(41.953537854504745, -87.72777311237509)"
9584714,HX234948,04/23/2014 11:30:00 PM,003XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1125,011,2,28,08B,1159841,1898127,2014,05/05/2014,41.87617317,-87.68858344,"(41.87617317431454, -87.68858344483023)"
9584694,HX234950,04/23/2014 11:28:00 PM,010XX N RICHMOND ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1211,012,26,24,24,1156564,1907156,2014,04/26/2014,41.90101652,-87.70037096,"(41.90101651940793, -87.70037095684542)"
9584700,HX234928,04/23/2014 11:15:00 PM,072XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0333,003,5,43,14,1190760,1857219,2014,04/26/2014,41.76322594,-87.57638448,"(41.7632259384342, -87.57638447542594)"
9584688,HX234941,04/23/2014 11:15:00 PM,040XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,true,false,1115,011,28,26,18,1149554,1899071,2014,04/27/2014,41.87896946,-87.7263295,"(41.87896945749997, -87.72632949905574)"
9584697,HX234924,04/23/2014 11:10:00 PM,023XX N NEVA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,false,false,2512,025,36,18,26,1128157,1914989,2014,04/30/2014,41.92303905,-87.80453652,"(41.923039053561034, -87.80453651674594)"
9584713,HX234922,04/23/2014 11:10:00 PM,064XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0825,008,15,66,08B,1160771,1862001,2014,04/29/2014,41.77702003,-87.68616797,"(41.77702002548159, -87.68616797340799)"
9584728,HX234969,04/23/2014 11:10:00 PM,093XX S LA SALLE ST,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,ALLEY,true,false,0634,006,21,49,15,1176883,1843004,2014,04/26/2014,41.72454208,-87.6276731,"(41.72454208022985, -87.62767310427137)"
9584788,HX235013,04/23/2014 11:05:00 PM,013XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1011,010,24,29,14,1149220,1893659,2014,04/29/2014,41.86412478,-87.72769611,"(41.864124775897416, -87.72769610505402)"
9584721,HX234962,04/23/2014 11:05:00 PM,005XX W WILSON DR,2022,NARCOTICS,POSS: COCAINE,PARK PROPERTY,true,false,1914,019,46,3,18,1171636,1931010,2014,04/27/2014,41.96615439,-87.6443064,"(41.96615439174317, -87.64430640376692)"
9584699,HX234930,04/23/2014 11:05:00 PM,046XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1131,011,24,25,18,1145643,1894338,2014,04/27/2014,41.86605653,-87.74081008,"(41.86605653248727, -87.74081008471336)"
9584705,HX234943,04/23/2014 11:05:00 PM,081XX S COTTAGE GROVE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0631,006,6,44,16,1182926,1851399,2014,04/27/2014,41.74744084,-87.60527773,"(41.74744084159733, -87.60527772866513)"
9584711,HX234925,04/23/2014 11:01:00 PM,038XX S PRINCETON AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,true,false,0915,009,3,34,26,1174962,1879310,2014,04/26/2014,41.8242128,-87.63362767,"(41.82421279900607, -87.63362766550833)"
9587733,HX238045,04/23/2014 11:00:00 PM,045XX N LOWELL AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1722,017,45,16,26,1146453,1929764,2014,04/30/2014,41.96325366,-87.73693212,"(41.96325365743124, -87.7369321173938)"
9584849,HX235090,04/23/2014 11:00:00 PM,006XX E 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0323,003,6,69,14,1181606,1855454,2014,04/26/2014,41.75859875,-87.60998962,"(41.758598745241045, -87.60998962152586)"
9584706,HX234946,04/23/2014 11:00:00 PM,079XX S INGLESIDE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0624,006,8,44,16,1183894,1852756,2014,04/27/2014,41.75114206,-87.60168845,"(41.7511420605565, -87.60168845242958)"
9585839,HX235756,04/23/2014 11:00:00 PM,051XX S DORCHESTER AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0234,002,4,41,05,1186384,1871170,2014,05/03/2014,41.80161319,-87.59198226,"(41.80161318553728, -87.59198225574607)"
9584707,HX234932,04/23/2014 10:52:00 PM,081XX S DR MARTIN LUTHER KING JR DR,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,true,false,0631,006,6,44,18,1180360,1850990,2014,04/27/2014,41.74637769,-87.61469273,"(41.74637769429525, -87.61469273063747)"
9584772,HX234900,04/23/2014 10:50:00 PM,085XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0614,006,18,71,14,1166130,1847930,2014,04/26/2014,41.7382949,-87.66692154,"(41.73829490446783, -87.66692153909564)"
9584715,HX234937,04/23/2014 10:46:00 PM,024XX W 63RD ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0825,008,15,66,26,1161086,1862852,2014,04/26/2014,41.77934878,-87.68498966,"(41.77934877655822, -87.68498966316736)"
9584681,HX234901,04/23/2014 10:45:00 PM,073XX S DAMEN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0735,007,17,67,04A,1164252,1856089,2014,04/26/2014,41.76072409,-87.67357291,"(41.760724093355975, -87.67357291033672)"
9585028,HX235118,04/23/2014 10:45:00 PM,013XX W HUBBARD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,1215,012,27,24,14,1167839,1903256,2014,05/07/2014,41.89007891,-87.65906967,"(41.89007890908242, -87.65906967124332)"
9584667,HX234895,04/23/2014 10:34:00 PM,006XX N LAVERGNE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1532,015,28,25,18,1142868,1903887,2014,04/27/2014,41.89231228,-87.7507595,"(41.89231228127708, -87.7507594956006)"
9584687,HX234875,04/23/2014 10:31:00 PM,003XX N LARAMIE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,true,false,1523,015,28,25,18,1141608,1901807,2014,04/27/2014,41.88662789,-87.75543846,"(41.886627891175884, -87.75543845555984)"
9584663,HX234904,04/23/2014 10:31:00 PM,028XX N SACRAMENTO AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1411,014,35,21,26,1155931,1918623,2014,04/26/2014,41.9324957,-87.70238615,"(41.932495695554074, -87.70238615490196)"
9585558,HX235607,04/23/2014 10:30:00 PM,076XX S YATES BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,0421,004,7,43,06,1193573,1854498,2014,04/27/2014,41.75569091,-87.56616343,"(41.755690914504676, -87.566163431654)"
9584722,HX234896,04/23/2014 10:30:00 PM,009XX E 47TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0222,002,4,39,03,1183141,1874001,2014,05/02/2014,41.80945781,-87.60378729,"(41.809457811086304, -87.60378728850715)"
9584800,HX234907,04/23/2014 10:30:00 PM,034XX N LAWNDALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1732,017,30,21,08A,1151075,1922639,2014,04/29/2014,41.9436126,-87.72012594,"(41.9436125992817, -87.7201259375599)"
9585023,HX235201,04/23/2014 10:30:00 PM,034XX N PAULINA ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1922,019,32,6,06,1164415,1922988,2014,04/26/2014,41.94429793,-87.67108454,"(41.944297932651885, -87.67108453633344)"
9584708,HX234942,04/23/2014 10:30:00 PM,078XX S MARYLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0624,006,6,69,16,1183216,1853405,2014,04/27/2014,41.75293878,-87.6041528,"(41.75293877869916, -87.60415280106001)"
9584759,HX234936,04/23/2014 10:30:00 PM,007XX E 132ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,false,false,0533,005,9,54,14,1183811,1818059,2014,04/26/2014,41.65593103,-87.60307077,"(41.655931030212756, -87.60307076504863)"
9585289,HX235329,04/23/2014 10:30:00 PM,088XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0632,006,8,44,14,1183146,1846628,2014,04/27/2014,41.73434358,-87.60461963,"(41.734343581276356, -87.60461963095298)"
9584702,HX234912,04/23/2014 10:30:00 PM,050XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,1533,015,28,25,08B,1143044,1898907,2014,04/26/2014,41.87864328,-87.75023739,"(41.87864327860523, -87.75023738818945)"
9584710,HX234940,04/23/2014 10:29:00 PM,002XX W 119TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,true,false,0522,005,34,53,18,1176828,1826070,2014,04/27/2014,41.678074,-87.6283823,"(41.67807399563279, -87.62838229940675)"
9584743,HX234933,04/23/2014 10:25:00 PM,023XX N NEVA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2512,025,36,25,14,1128248,1914640,2014,04/26/2014,41.92207981,-87.80421006,"(41.92207981244953, -87.80421005694235)"
9584770,HX234915,04/23/2014 10:20:00 PM,085XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0614,006,18,71,08B,1166130,1847930,2014,04/26/2014,41.7382949,-87.66692154,"(41.73829490446783, -87.66692153909564)"
9584719,HX234918,04/23/2014 10:20:00 PM,040XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,CHA APARTMENT,false,true,0213,002,3,38,06,1178664,1878349,2014,05/07/2014,41.8214922,-87.62007562,"(41.82149220275695, -87.6200756241048)"
9584787,HX234913,04/23/2014 10:20:00 PM,013XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,true,1011,010,24,29,14,1149225,1893475,2014,04/29/2014,41.86361976,-87.72768252,"(41.8636197610264, -87.72768251525197)"
9584685,HX234903,04/23/2014 10:18:00 PM,0000X S KEDZIE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1124,011,28,27,18,1155093,1899793,2014,04/27/2014,41.8808414,-87.70597182,"(41.880841397799756, -87.70597181689834)"
9584658,HX234873,04/23/2014 10:17:00 PM,048XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1144164,1899184,2014,04/27/2014,41.87938245,-87.74611797,"(41.87938244623446, -87.74611796609484)"
9584680,HX234881,04/23/2014 10:16:00 PM,027XX W 68TH ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,HOSPITAL BUILDING/GROUNDS,false,false,0831,008,15,66,08B,1159482,1859407,2014,04/27/2014,41.76992824,-87.69096448,"(41.76992823782567, -87.69096447710064)"
9584677,HX234892,04/23/2014 10:16:00 PM,004XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1122,011,27,23,08A,1151345,1902875,2014,04/27/2014,41.88937309,-87.71965334,"(41.88937308973594, -87.71965334375143)"
9584753,HX234882,04/23/2014 10:13:00 PM,090XX S LAFLIN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,2221,022,21,73,04A,1167875,1844988,2014,05/03/2014,41.73018437,-87.6606125,"(41.730184368471036, -87.66061249784244)"
9584671,HX234908,04/23/2014 10:11:00 PM,054XX S WELLS ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,0935,009,3,37,18,1175513,1868519,2014,04/27/2014,41.79458895,-87.63192934,"(41.79458895358856, -87.63192933992363)"
9584675,HX234876,04/23/2014 10:10:00 PM,025XX W SUPERIOR ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1221,012,26,24,14,1159033,1904941,2014,04/26/2014,41.89488803,-87.69136298,"(41.89488802552348, -87.69136298412029)"
9584757,HX235014,04/23/2014 10:06:00 PM,049XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0224,002,3,38,26,1177955,1872226,2014,04/29/2014,41.80470628,-87.62286229,"(41.804706282537, -87.6228622870334)"
9584679,HX234890,04/23/2014 10:03:00 PM,062XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,false,0825,008,15,66,14,1161758,1863203,2014,04/26/2014,41.78029804,-87.68251629,"(41.780298038606794, -87.68251628596582)"
9584718,HX234879,04/23/2014 10:00:00 PM,009XX W 18TH ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1235,012,25,31,06,1170140,1891635,2014,04/26/2014,41.8581401,-87.6509587,"(41.85814010277594, -87.65095869591671)"
9584923,HX235113,04/23/2014 10:00:00 PM,050XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0931,009,16,61,14,1165497,1871055,2014,04/26/2014,41.80176642,-87.66858588,"(41.80176642372827, -87.66858587732935)"
9584791,HX234886,04/23/2014 10:00:00 PM,002XX W GARFIELD BLVD,0460,BATTERY,SIMPLE,STREET,false,false,0935,009,3,37,08B,1175559,1868539,2014,05/07/2014,41.79464281,-87.63176006,"(41.79464280556453, -87.63176006134937)"
9584811,HX235051,04/23/2014 10:00:00 PM,055XX S HOYNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0715,007,15,67,06,1163269,1867787,2014,04/26/2014,41.79284562,-87.67684837,"(41.79284561603084, -87.67684837222664)"
9585641,HX235696,04/23/2014 10:00:00 PM,059XX N GLENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2013,020,48,77,07,1165871,1939345,2014,05/04/2014,41.98915116,-87.66526415,"(41.98915116100718, -87.66526414874113)"
9592469,HX235176,04/23/2014 10:00:00 PM,112XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0531,,9,50,06,,,2014,05/03/2014,,,
9584994,HX235183,04/23/2014 10:00:00 PM,048XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0931,009,20,61,14,1164470,1872289,2014,04/26/2014,41.8051744,-87.67231749,"(41.80517440085966, -87.67231748963287)"
9585637,HX235695,04/23/2014 10:00:00 PM,013XX W ROSEDALE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2013,020,48,77,06,1166060,1939336,2014,04/27/2014,41.98912242,-87.66456924,"(41.98912241701679, -87.66456924110788)"
9585112,HX235074,04/23/2014 10:00:00 PM,014XX S BLUE ISLAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1233,012,2,28,06,1168487,1893383,2014,05/07/2014,41.86297265,-87.65697566,"(41.862972650607745, -87.65697565809096)"
9585676,HX235812,04/23/2014 10:00:00 PM,068XX S CHAMPLAIN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0321,003,6,42,06,1181779,1859968,2014,04/27/2014,41.77098163,-87.60921633,"(41.77098162610894, -87.6092163265056)"
9585261,HX235384,04/23/2014 10:00:00 PM,046XX S WOODLAWN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0222,002,4,39,03,1184986,1874542,2014,05/06/2014,41.81089918,-87.59700324,"(41.81089917673844, -87.59700323512561)"
9585082,HX235244,04/23/2014 10:00:00 PM,093XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0423,004,7,48,14,1194507,1843574,2014,04/27/2014,41.72569163,-87.56309893,"(41.72569163398698, -87.56309892761703)"
9584695,HX234944,04/23/2014 10:00:00 PM,073XX S DAMEN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0735,007,17,67,08A,1164251,1856126,2014,05/05/2014,41.76082565,-87.67357554,"(41.76082564760921, -87.67357553535119)"
9584763,HX234897,04/23/2014 9:50:00 PM,026XX N RUTHERFORD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2512,025,36,18,08B,1130931,1916809,2014,04/26/2014,41.92798596,-87.79430164,"(41.927985963011906, -87.79430164342692)"
9584682,HX234893,04/23/2014 9:40:00 PM,034XX S GILES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0211,002,2,35,08B,1178871,1882145,2014,05/02/2014,41.831904,-87.61920049,"(41.831904004474566, -87.61920049344295)"
9584645,HX234860,04/23/2014 9:40:00 PM,050XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0821,008,14,63,06,1155864,1870772,2014,04/26/2014,41.80118884,-87.70392167,"(41.80118883562577, -87.70392167151334)"
9584672,HX234877,04/23/2014 9:39:00 PM,043XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1915,019,46,3,06,1168852,1929257,2014,04/26/2014,41.96140508,-87.65459366,"(41.9614050813698, -87.65459365779036)"
9584765,HX234888,04/23/2014 9:33:00 PM,099XX S MERRILL AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,0431,004,7,51,26,1192444,1839406,2014,04/26/2014,41.71430464,-87.5707909,"(41.71430463513066, -87.5707908966762)"
9584693,HX234864,04/23/2014 9:30:00 PM,021XX S DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1024,010,24,29,14,1153112,1889674,2014,05/07/2014,41.85311324,-87.71351421,"(41.85311324451116, -87.71351421316027)"
9584659,HX234853,04/23/2014 9:30:00 PM,058XX S SANGAMON ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0712,007,16,68,08B,1171020,1865875,2014,05/01/2014,41.78743294,-87.64848226,"(41.78743293567157, -87.64848225638164)"
9584960,HX235157,04/23/2014 9:30:00 PM,050XX S BLACKSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0222,002,4,39,06,1186733,1871974,2014,04/26/2014,41.80381115,-87.59067688,"(41.8038111522166, -87.59067688282008)"
9585354,HX235203,04/23/2014 9:30:00 PM,043XX S WELLS ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0925,009,3,37,26,1175385,1875931,2014,05/02/2014,41.81493106,-87.63217698,"(41.81493105885505, -87.63217698430644)"
9584651,HX234845,04/23/2014 9:30:00 PM,067XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0331,003,5,43,08B,1191748,1860555,2014,04/26/2014,41.77235627,-87.5726552,"(41.77235626553167, -87.57265519799809)"
9584665,HX234843,04/23/2014 9:27:00 PM,066XX S LOWE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0723,007,6,68,15,1173141,1860857,2014,04/26/2014,41.77361635,-87.64085365,"(41.77361635407037, -87.6408536527291)"
